id,area,name,type,type2,summary,address,tel,payex,serviceTime,tw97x,tw97y,totalcar,totalmotor,totalbike,totalbus,Pregnancy_First,Handicap_First,Taxi_OneHR_Free,AED_Equipment,CellSignal_Enhancement,Accessibility_Elevator,Phone_Charge,Child_Pickup_Area,FareInfo,EntranceCoord,totallargemotor,ChargingStation
828,內湖區,康寧平面停車場,1,1,大型車0格；小型車20格；機車0格,臺北市內湖區民權東路6段296巷口旁,2655-0818,"計時:20元/時，全程以半小時計，月租:全日4,800元/月",00:00:00~23:59:59,311087.459,2773948.36,20,0,0,0,0,0,0,0,0,0,0,0,{},{},,
829,內湖區,安康公車調度站臨時平面停車場,1,1,大型車:格，小型車:115格，機車:84格,五分街12號旁空地,27867755,小型車計時20元(星期一至星期日09時至17時，其餘時段不收費)，全程以半小時計費。,00:00:00~23:59:59,311864.965,2773376.56,115,84,0,0,0,0,0,0,0,0,0,0,{},{},,
831,士林區,士林電機仰德大樓停車場,2,,大型車:0格，小型車:233格，機車:0格,中山北路6段88號B3、B4,2834-2662,40元/時，停車逾1小時以上者，未滿半小時以半小時計費，8000元/月租,24小時,302958.18800,2777514.19710,237,0,0,0,,,,,,,,,{},{},,
832-4,內湖區,驛林交通股份有限公司內湖成湖站,2,,建物附設立體式小型車63格(含身心障礙停車位2格，孕婦、育有6歲以下兒童停車位2格)。,,2362-1685,平假日30元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:6000元/月,24小時,310480.91084,2775318.87734,63,0,0,0,,,,,,,,,{},{},,
840-14,中山區,便利停車場建國站（中山大同保管場）,2,,大型車:0格，小型車:42格，機車:10格,建國北路2段11巷新光大樓後對面空地 長春段二小段780、781、782地號,2799-1001#168,汽車50元/時，停車未滿1小時以1小時計，逾1小時以上，未滿半小時以半小時計；機車50元/次。汽車月租：全日7000元/月。違停保管費：汽車100元/次/半日、機車25元/次/半日,24小時,304255.63706,2771798.96365,43,11,0,0,,,,,,,,,{},{},,
855-11,萬華區,萬板地下停車場,2,,大型車:0格，小型車:180格，機車:格,艋舺大道462號地下,2303-2268,計時30元，全日月票5200元，日間月票3600元(7-19),24小時,299577.55490,2769038.60710,184,0,0,0,,,,,,,,,{},{},,
865-6,中山區,嘟嘟房晴光站停車場,2,,大型車:0格，小型車:69格，機車:0格,農安街19號,2655-0818,"計時:80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:8,000元/月。",24小時,302863.37830,2773092.40830,70,0,0,0,,,,,,,,,{},{},,
885-6,信義區,宏達經營管理顧問有限公司松仁停車場,2,,大型車:0格，小型車:198格，機車:0格,松仁路277號B2-B4,0933807293,60元/時，未滿1小時以1小時計，逾1小時以上未滿半小時以半小時計，月租6000元/月,24小時,307510.45180,2768599.87860,202,0,0,0,,,,,,,,,{},{},,
889,大安區,168停車聯盟-樂業場,2,,一般平面式小型車2格[含身心障礙停車位1格]。,學府段一小段203地號 樂業街29號對面空地,2754-6661#18,計時：80元/時，全程以半小時計費。,24小時,305480.19406,2768462.54220,3,0,0,0,,,,,,,,,{},{},,
891,大安區,嘟嘟房忠孝復興1站停車場,2,,一般平面式小型車46格(含身心障礙停車位1格)。,懷生段一小段125、125-6、135-1、136-1、136-3地號； 復興南路1段126巷8號旁空地 ,2655-0818,"計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：10,000元/月。",24小時,304812.66190,2770597.86330,47,0,0,0,,,,,,,,,{},{},,
892-9,松山區,臺安停車場,2,,建物附設立體式小型車202格[含身心障礙停車位4格，孕婦、育有6歲以下兒童停車位5格]。,八德路2段428號B1-B5,8772-6424,90元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計費。,24小時,305272.43800,2771142.79170,206,0,0,0,,,,,,,,,{},{},,
893-5,中山區,實踐大學停車場,2,,大型車0格；小型車240格；機車0格,,02-2538-1111,計時:40元/時，停車前30分鐘內離開免費，全程以半小時計費。,24小時,305088.64103,2775149.48379,240,0,0,0,,,,,,,,,{},{},,
90,大安區,建成大廈停車場,2,,大型車:0格，小型車:22格，機車:0格,忠孝東路4段162、166號地下室,2712-7977,"80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:8,000元/月",24小時,305535.84073,2770456.27947,23,0,0,0,,,,,,,,,{},{},,
900,大安區,台北公館站停車場,2,,一般平面式小型車11格(含身心障礙停車位1格)。,龍泉段1小段761、779地號；羅斯福路3段333巷1號旁空地,2778-5756,計時：120元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,24小時,303757.99070,2767768.78230,12,0,0,0,,,,,,,,,{},{},,
902-5,大安區,建國南路高架橋下停車場H區,2,,橋下平面式小型車218格(含身心障礙停車位4格)。,,2655-0818,"計時(以半小時為計費單位)：07:30-21:30：20元/時，21:30-翌日07:30：10元/時(供建國花市、玉市及藝文特區使用時段禁止停放)；月租：全日月票4,800元/月，平日月票2,500元/月(週日19時至周五21時30分)，夜間月票1,500元/月(周一至周五18時至08時及周六、周日全日)。",24小時,304275.54908,2770244.28971,175,0,0,0,,,,,,,,,{},{},,
902-9,大安區,建國南路高架橋下停車場,2,,,建國南路橋下(A、B、C、D、D1、D2、D3、E、F區),26550818,"計時:20元/時(A、B、C、D、D1、D2、D3、E區)，F區:前2小時以內30元/時，2小時以後40元/時，10元/時(全區21:30-07:30)。月租:全日月票4,800元/月，里民優惠月票3,300元/月，平日月票2,500元(周日19時至周五21時30分)，夜間月票1,500元/月(周一至周五18時至08時及周六、周日全日)，愛心月票-各種類月票對折。",24小時,304278.42200,2769390.15200,1342,0,0,0,,,,,,,,,{},{},,
91,中正區,台灣聯通南門停車場,2,,大型車0格；小型車59格；機車0格,,02-2523-5000,"計時:80元/時，停車未滿1小時以1小時計；逾1小時以上者，未滿半小時以半小時計。月租:全日10,000元/月、日間8,000元/月(08-20)、夜間6,000元/月(20-08)",24小時,301228.51589,2769616.58664,59,0,0,0,,,,,,,,,{},{},,
916,中正區,華山停車場,2,,建物附設立體式小型車46格(含身心障礙停車位2格)。,北平東路30之1號B1~B3,2246-1708,"計時：150元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：8,000元/月。",24小時,303106.65381,2770926.94755,48,0,0,0,,,,,,,,,{},{},,
92-7,中正區,台灣聯通華山停車場,2,,大型車:0格，小型車:150格，機車:0格,忠孝東路2段88號地下2-5層,2523-5000#1135,"一、計時:80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。二、月租:10,000元/月。",24小時,303418.37440,2770648.44120,159,0,0,0,,,,,,,,,{},{},,
924-12,中山區,臺北農產運銷股份有限公司第二果菜批發市場地下三樓停車場(濱江市場地下停車場),2,,建物附設立體式小型車349格(含身心障礙停車位8格)。,民族東路336號地下3樓,2516-2519#1125,"30元/時，前15分鐘免費，全程以半小時計費。月租：全日4,800元/月、夜間2,000元/月(18-08)。",24小時,304211.00610,2773378.46210,357,0,0,0,,,,,,,,,{},{},,
933-6,大安區,愛馬屋通化場,2,,建物附設塔台式小型車31格(含身心障礙停車位1格)。,光復南路676巷18號之1,2345-7755,"計時：80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計費。月租：8,000元/月。",24小時,306145.09940,2769296.93280,32,0,0,0,,,,,,,,,{},{},,
942-12,萬華區,台灣聯通大世界停車場,2,,大型車:0格，小型車:91格，機車:0格,成都路81號B2-B4,2523-5000,"80元/時，停車未滿1小時以1小時計，逾1小時以上，未滿半小時以半小時計費。月租：全日8,000元",24小時,300972.11320,2770647.10450,93,0,0,0,,,,,,,,,{},{},,
950-13,士林區,新光三越百貨公司台北天母分公司二館停車場,2,,,忠誠路2段206號地下1~4樓,28756000#7911,計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,9時至4時,303848.28325,2778882.86257,134,0,0,0,,,,,,,,,{},{},,
955-8,信義區,富邦松山停車場,2,,大型車:0格，小型車:144格，機車:0格,基隆路1段98號地下2、3、4樓,2764-5717,月租:5000元,24小時,307219.07329,2771010.79641,148,0,0,0,,,,,,,,,{},{},,
957-7,信義區,亨通信義停車場,2,,大型車:0格，小型車:79格，機車:114格,信義段五小段29-3、29-5、29-6地號 松智路25號與松勤路90號旁空地,2246-1708#15,"計時：小型車100元/時，停車未滿1小時以1小時計；逾1小時以上者，未滿半小時以半小時計。計次：機車50元/次，隔日另計。月租：小型車10,000元/月、機車800元/月。",24小時,307024.76089,2769476.33798,79,114,0,0,,,,,,,,,{},{},,
965-10,大安區,168停車聯盟-復興南場停車場,2,,大型車0格；小型車78格；機車0格,,02-2754-6661#18,"計時:100/時，全程以半小時計費。月租:10,000元/月。",24小時,304924.54602,2770201.88643,78,0,0,0,,,,,,,,,{},{},,
968-9,文山區,臺北花木批發市場地下停車場,2,,大型車:0格，小型車:411格，機車:352格,興隆路1段15號地下,8663-1858,"小型車計時20元，全日月票4,800元，日間月票2,400元(7-19)，夜間月票1,500元(19-8)；機車計時10元(當日當次最高收費上限30元，隔日另計)，月票300元",24小時,304569.68160,2766376.70670,420,352,0,0,,,,,,,,,{},{},,
971-13,士林區,新光三越百貨公司台北天母分公司停車場,2,,大型車:0格，小型車:146格，機車:0格,天母東路68號B1~B4,28756000,100元/時，停車逾1小時以上者，未滿半小時以半小時計費,上午9時至下午22時,303843.79078,2778945.24064,149,0,0,0,,,,,,,,,{},{},,
973-9,中山區,合發大樓停車場,2,,大型車:0格，小型車:25格，機車:0格,農安街32、34號B2,2754-9374,"臨停:20元/時(22:00-08:00)，最高收費60元；40元/時(08:00-18:00)，國定例假日50元/時，最高收費170元。50元/時(18:00-22:00)。全程以半小時。月租6,300元/月。",24小時,303130.74430,2773028.33430,26,0,0,0,,,,,,,,,{},{},,
976-9,內湖區,瑞光停車場,2,,大型車:0格，小型車:107格，機車:0格,瑞光路100號地下2、3層,8791-4367,"40元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：全日5,000元/月",24小時,308640.09640,2773807.17040,110,0,0,0,,,,,,,,,{},{},,
980-9,萬華區,永權實業有限公司長沙停車場,2,,大型車:0格，小型車:17格，機車:0格,漢中段一小段292、401、402、403、404、405地號 長沙街2段55號旁空地,2799-1001,"平日50元/時，假日60元/時。停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：全天5,000元",24小時,301019.44720,2770389.55800,18,0,0,0,,,,,,,,,{},{},,
981-6,中正區,Times臨沂街第2,2,,大型車:0格，小型車:23格，機車:0格,臨沂段四小段164地號； 臨沂街63巷1號空地,2504-6098,100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計費，計次:週一至週日1000元/次。,24小時,303380.67430,2769944.62580,24,0,0,0,,,,,,,,,{},{},,
984-6,大同區,三德觀光大飯店股份有限公司停車場,2,,大型車:0格，小型車:30格，機車:0格,承德路3段49號1層及地下1層,2596-3121#7400,計時:100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,24小時,302320.83150,2773062.92110,31,0,0,0,,,,,,,,,{},{},,
A00072,士林區,Times 天玉街,2,,,中山北路7段141巷8號旁空地,25046098,計時:100元/時，全程以半小時計。,24小時,303543.30900,2779538.25500,46,0,0,0,,,,,,,,,{},{},,
A00099,士林區,TIMES基河路第3,2,,,士商路129號旁空地,02-25046098,"臨停:每小時80元，停車未滿1小時以1小時計，逾一小時以上未滿半小時以半小時計費。月租:全日8,000元",24小時,302307.68500,2776265.63800,19,0,0,0,,,,,,,,,{},{},,
A00131,士林區,基河停車拖吊保管場(士林北投保管場),2,,,基河路300巷巷口旁空地,0917-779-939,"臨時停車：小型車50元/時；機車30元/時，停車未滿1小時以1小時計，逾1小時以上未滿半小時者，以半小時計費。。
汽車月租:全天6000元/月。違規停車保管費；小型車半日100元/次，機車半日25元/次。
",24小時,302372.07713,2774083.55949,42,11,0,0,,,,,,,,,{},{},,
A127,士林區,新光三越百貨股份有限公司台北天母分公司二館停車場,2,,建物附設立體式小型車131格(含身心障礙停車位3格，孕婦、育有6歲以下兒童停車位2格)。,忠誠路2段206號B1~B4,2875-6000,計時：100元/時，停未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,上午09時-凌晨04時,303862.33479,2778868.43638,134,0,0,0,,,,,,,,,{},{},,
A137,士林區,福林加油站第二停車場,2,,一般平面式小型車11格(含身心障礙停車位1格),台北市士林區光華段三小段42地號；中山北路5段505巷,7751-8097,"計時：60元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：6,000元/月",24小時,303216.67071,2776212.17730,13,0,0,0,,,,,,,,,{},{},,
A142,士林區,文林加油站停車場,2,,建物附設平面式小型車11格(含身心障礙停車位1格)。,文林路100號,2881-7934,計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,24小時,303079.05630,2775576.89500,12,0,0,0,,,,,,,,,{},{},,
A144,士林區,好庭車停車場(福國路站),2,,一般平面式小型車45格(含身心障礙停車位1格)。,蘭雅段2小段180地號.福國路50巷與福華路128巷交叉口空地,2748-4522,"計時：50元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：8,000元/月。",24小時,302830.41390,2777282.31400,46,0,0,0,,,,,,,,,{},{},,
A173,士林區,臺北市職能發展學院停車場,2,,一般平面式小型車78格(含身心障礙停車位1格)。,士東路301號,2872-1940,一般民眾月租1500元，東山、三玉、芝山及天福里里民每月1350元(9折優惠),因新建工程申請暫時歇業,304258.06960,2778595.35410,79,0,0,0,,,,,,,,,{},{},,
A18,士林區,長揚停車場福國站,2,,立體式小型車25格(含身心障礙停車1格),台北市士林區福國路95號B1,2761-9188,"月租:全日7,000元/月，夜間4,000元/月(19-08)，日間5,000元/月(08-19)。",24小時,302684.77026,2777126.99324,26,0,0,0,,,,,,,,,{},{},,
A41,士林區,福林加油站第一停車場,2,,一般平面式小型車49格(含身心障礙停車位1格),台北市士林區光華段三小段42-1；中山北路5段465號,7751-8097,"計時：60元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：8,000元/月。",24小時,303207.95500,2776110.77070,50,0,0,0,,,,,,,,,{},{},,
A60,士林區,愛馬屋社子場,2,,建物附設塔台式小型車62格(含身心障礙停車位1格)。,中正路670號,2345-7627,"月租:全天4,500元。",24小時,301143.50700,2775453.80600,63,0,0,0,,,,,,,,,{},{},,
A98,士林區,新光人壽教育會館停車場,2,,建物附設立體式小型車107格(含身心障礙停車位2格)。,基河路250號B2,2881-0556#1104,40元/時，停車逾1小時以上者，未滿半小時以半小時計費,24小時,302545.59890,2776018.56840,109,0,0,0,,,,,,,,,{},{},,
AA19,士林區,台北新天地停車場,2,,一般平面式小型車146格(含身心障礙停車位4格)。,光華段2小段669-10、669-11地號；基河路188巷口30公尺,2881-1111#237,"計時:100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:全日8,000元/月。",24小時,302732.37870,2775921.90890,150,0,0,0,,,,,,,,,{},{},,
AA20,士林區,愛馬屋天母場,2,,塔台式小型車30格(含身心障礙停車位1格)。,士東路286巷32號,2345-7627,"月租:全天5,200元/月。",24小時,304187.30830,2778235.89530,31,0,0,0,,,,,,,,,{},{},,
AA23,士林區,中國文化大學大恩館停車塔,2,,塔台式小型車40格(含身心障礙停車位1格)。,華岡路55號,2861-0511,計時：50元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,週一~週五08-17,304317.11970,2781023.57340,41,0,0,0,,,,,,,,,{},{},,
AA38,士林區,328停車場,2,,一般平面式小型車47格(含身心障礙停車位1格)。,陽明段4小段748地號；基河路350-1號南側空地,2655-0000#142,"月租：全日9,000元/月。",24小時,302312.62270,2776331.80850,45,0,0,0,,,,,,,,,{},{},,
AA39,士林區,嘟嘟房天母全聯2站停車場,2,,建物附設立體式小型車20格(含身心障礙停車位1格)。,中山北路7段154巷6號B1,2655-0818,"計時:100元/時，全程以半小時計費。月租:10,000元/月。",24小時,303746.45650,2779563.04850,21,0,0,0,,,,,,,,,{},{},,
AA41,士林區,葫蘆國小夜間停車場,2,,建物附設立體式小型車26格(含身心障礙停車位1格),環河北路3段95號,2812-9586#831,"季租：7,500元/季。",假日及平日之19時至翌日07時,301200.84150,2775164.50290,27,0,0,0,,,,,,,,,{},{},,
AA43,士林區,Times基河路2,2,,一般平面式小型車49格(含身心障礙停車位1格),台北市士林區陽明段四小段738地號；基河路382號旁空地,2504-6098,"計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：全日10,000元。",24小時,302236.76240,2776401.93230,50,0,0,0,,,,,,,,,{},{},,
AA44,士林區,芝玉停車場,2,,一般平面式小型車12格(含身心障礙停車位1格),台北市士林區芝蘭段四小段231、235、236、236-1地號；芝玉路1段193號,2240-8767,"60元/時，停車逾1小時以上者，未滿半小時以半小時計費。全日5,000元/月",24小時,303842.43430,2777788.74810,13,0,0,0,,,,,,,,,{},{},,
AA52,士林區,福志停車場,2,,,基河路300巷434號對面空地；陽明段4小段754地號,0937218985,計時30元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計費。月租3500元/月,24小時,302320.39030,2776276.52540,12,0,0,0,,,,,,,,,{},{},,
AA53,士林區,台灣聯通士林官邸停車場,2,,一般平面式小型車78格(含身心障礙停車位2格)。,士林區福林段段2小段587及589地號；福林路100巷旁空地。,2523-5000,"80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：6,000元/月",24小時,303613.75095,2776474.66173,80,0,0,0,,,,,,,,,{},{},,
AA56,士林區,臺北市立陽明高級中學活動中心地下停車,2,,立體式小型車20格(含身心障礙停車位1格)。,士林區中正路510號,2831-6675#141,月租1500元/月，每季4500元,24小時,302159.86992,2776082.66469,21,0,0,0,,,,,,,,,{},{},,
BB01,士林區,Times中山北路七段1,2,,一般平面式小型車8格(含身心障礙停車位1格)。,天山段1小段153地號；中山北路七段190巷5號旁空地,0800-88-8924,計時100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,24小時,303794.03622,2779760.82461,20,0,0,0,,,,,,,,,{},{},,
C00027,大同區,博客停車場民權站,2,,,民權西路96巷底空地,29488889,"計時:70元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:全日6,000元/月。",24小時,302381.52094,2772777.39342,13,0,0,0,,,,,,,,,{},{},,
C00032,大同區,臺北市大同區雙蓮國小停車場,2,,,錦西街51號,25570309分機1032,"季租(三個月ㄧ期):6,000元。計次:60元，限團體辦理活動當日臨租",24小時,302090.03001,2772552.83792,25,0,0,0,,,,,,,,,{},{},,
C00036,大同區,臺北市大同區太平國民小學停車場,2,,,延平北路2段239號,2553-2229,"季票(3個月一期)新臺幣2,925元。",24小時,301600.45717,2772673.22066,21,0,0,0,,,,,,,,,{},{},,
C00058,大同區,台灣聯通太原停車場,2,,,太原路76巷1號,25235000,"80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。全日每月7,000元",24小時,302004.45733,2771640.17795,1,0,0,0,,,,,,,,,{},{},,
C00067,大同區,TIMES 迪化街,2,,,塔城街59號北側空地,2504-6098,"汽車計時：100元/時。
停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。
月租：全天10,000元。",24小時,301509.84665,2771736.88545,6,0,0,0,,,,,,,,,{},{},,
C00073,大同區,圓山站停車場,2,,一般平面式小型車48格(含身心障礙停車位1格)。,,2778-5756,計時:120元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,24小時,302411.01049,2773788.94167,48,0,0,0,,,,,,,,,{},{},,
C00074,大同區,庫倫停車場,2,,0,,2778-5756,計時:120元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,24小時,302447.80212,2773915.81441,23,0,0,0,,,,,,,,,{},{},,
C100,大同區,臺北市大同區太平國民小學停車場,2,,建物附設一般平面式小型車20格,延平北路2段239號,2553-2229,"季票(3個月一期)新臺幣2,925元。",24小時,301609.24230,2772735.00400,21,0,0,0,,,,,,,,,{},{},,
C101,大同區,臺北市立重慶國民中學停車場,2,,建物附設一般平面式小型車25格(含身心障礙停車位2格)。,敦煌路19號,25948631#240、242,"季票新臺幣4,500元整(三個月為1季)。計次租用同ㄧ時段每次40元(限團體辦理活動臨時租用本校場地停車使用)。",24小時,302225.28940,2774315.60390,27,0,0,0,,,,,,,,,{},{},,
C103,大同區,保安停車場,2,,一般平面式小型車10格(含身心障礙停車位1格)。,大龍段1小段576-1地號；哈密街41號空地,8369-5217,全日3000元/月；日間2500元/月(0730-1830)；夜間2000元/月(1830-0730),24小時,302215.08260,2774058.16220,18,0,0,0,,,,,,,,,{},{},,
C109,大同區,文化京都大樓管理委員會附設停車場,2,,立體式小型車50格(含身心障礙停車位1格)。,太原路155號地下6樓,2559-8763,"月租:機械式下車位3,000元、上車位3,500元、中車位4,000元。",24小時,302142.43890,2772004.86240,1,0,0,0,,,,,,,,,{},{},,
C116,大同區,台灣聯通長安西停車場,2,,立體式小型車62格(含身心障礙停車為2格),台北市中山區長安西路150號,2523-5000#1138,"計時：60元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：全天6,000元/月。",24小時,302123.98890,2771505.86980,55,0,0,0,,,,,,,,,{},{},,
C12,大同區,保安第二停車場,2,,一般平面式小型車8格(含身心障礙停車位1格)。,大龍段1小段504-1地號；哈密街58號空地,8369-5142,"月租：全日車輛3,000元/月；日間車輛2,500元/月(7：30-18：30)；夜間車輛2,000元/月(18：30-7：30)",24小時,302225.97762,2774032.65190,9,0,0,0,,,,,,,,,{},{},,
C121,大同區,圓山一站停車場,2,,一般平面式小型車12格(含身心障礙停車格1格),大龍段1小段265-42、265-43地號；承德路三段247巷20號對面空地,2778-5756,計時:120元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,24小時,302408.49430,2773769.96640,13,0,0,0,,,,,,,,,{},{},,
C74,大同區,民生停車場,2,,一般平面式小型車38格(含身心障礙停車位1格)。,迪化段1小段51、52地號.民生西路300號旁空地,2754-6661,"臨停：100元/時，迪化年貨大街開始日起200元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：10,000元/月。",24小時,301705.41915,2772151.33667,39,0,0,0,,,,,,,,,{},{},,
C77,大同區,應安168延平北停車場,2,,一般平面式小型車12格(含身心障礙停車位1格)。,橋北段1小段630、632、633、634、637、638、640地號；延平北路3段123號,2754-6661#18,80元/時，停車逾1小時以上者，未滿半小時以半小時計費，8000元/月,24小時,301517.16767,2773462.51805,13,0,0,0,,,,,,,,,{},{},,
C92,大同區,鴻吉有限公司重慶營業所,2,,一般平面式小型車49格(含身心障礙停車位1格),延平段1小段134地號；重慶北路2段180號旁空地,2719-0899,50元/時，停車逾1小時以上者，未滿半小時以半小時計費，5000元/月,24小時,301785.28170,2772587.43320,50,0,0,0,,,,,,,,,{},{},,
C96,大同區,台灣聯通太原停車場,2,,建物附設塔台式小型車28格(含身心障礙停車位1格)。,太原路80號,2523-5000,"80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。全日每月7,000元",24小時,301990.50290,2771659.10650,1,0,0,0,,,,,,,,,{},{},,
C98,大同區,愛馬屋大同場,2,,建物附設塔台式小型車46格(含身心障礙停車位1格)。,重慶北路3段139號,2345-7749,"80元/時,停車未滿1小時以1小時計,如逾1小時以上者,未滿半小時以半小時計.月租:全天6500元，夜間5500元，日間4500元",24小時,301855.21900,2773423.62330,47,0,0,0,,,,,,,,,{},{},,
C99,大同區,台北市大同區雙蓮國小停車場,2,,建物附設一般平面式小型車24格(含身心障礙停車位1格)。,錦西街51號,2557-0309#1032,"季租(三個月一期)：6,000元/季。計次：60元/次，限團體辦理活動當日臨租。",週一至週五18:00至翌日07:00；假日：週六至週一上午7時，國定假日全天開放；例外：本校因業務需求暫停開放,302108.02060,2772608.21510,25,0,0,0,,,,,,,,,{},{},,
CC01,大同區,臺北市大同區大同國民小學開放停車場,2,,建物附設一般平面式小型車24格(含身心障礙停車位1格)。,大龍街51號,25965407#352,3個月為1期，全日每期10500元，夜間每期6300元,24小時,302090.37254,2773042.49337,25,0,0,0,,,,,,,,,{},{},,
CC02,大同區,TIMES承德酒泉第2,2,,小型車6格(含身心障礙停車位1格)。,大同區大龍段3小段54、55、56、57地號；承德路三段203號旁空地。,2504-6098,"計時：100元，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計費。月租：全日10,000元。",24小時,302306.03676,2772478.43557,7,0,0,0,,,,,,,,,{},{},,
CC03,大同區,36行館停車場,2,,建物附設塔台式小型車44格(含身心障礙停車位1格)。,寧夏路165號,2455-1299,"季繳10,000元",24小時,301885.76505,2772698.05795,45,0,0,0,,,,,,,,,{},{},,
CC06,大同區,Times迪化街,2,,一般平面式小型車5格(含身心障礙停車位1格),台北市大同區塔城街59號北側空地；玉泉段二小段170、172地號部分,2504-6098,200元/時，停車未滿1小時以1小時計，逾1小時以上未滿半小時以半小時計費。月租10000元/月。,24小時,301513.67717,2771744.08743,6,0,0,0,,,,,,,,,{},{},,
D00009,萬華區,忠孝西路橋下停車場,2,,,忠孝西路橋下,27590666,計時:小型車40元/時，大型車60元/時，全程以半小時計費。,9時0分 至 17時0分,301244.67800,2771250.92800,83,0,0,8,,,,,,,,,{},{},,
D00041,萬華區,萬大平面停車場,2,,一般平面式小型車109格(含身心障礙停車位3格)。,萬大路20號旁,27590666,計時:20元/時，全程以半小時計費。,09時至17時,300493.71790,2769419.58820,112,0,0,0,,,,,,,,,{},{},,
D00044,萬華區,萬華車站前臨時平面停車場,2,,,萬華火車站前站(康定路),27590666,計時:小型車30元/時，全程以半小時計費。機車免費。,9時0分 至 17時0分,300463.43545,2769535.89786,33,220,0,0,,,,,,,,,{},{},,
D00057,萬華區,康定路機車停車場,2,,,康定路與峨眉街交叉口,27590666,免費 ,-,300738.99835,2770796.67877,0,98,0,0,,,,,,,,,{},{},,
D00071,萬華區,Times 萬華車站前,2,,一般平面小型車4格(含身心障礙停車位1格)。,,0800-88-8924,"計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。計次：週一至週日1,000元。",24小時,300497.24071,2769595.94693,4,0,0,0,,,,,,,,,{},{},,
D100,萬華區,臺北市萬華區老松國民小學附設停車場,2,,建物附設立體式小型車34格(含身心障礙停車位1格)。,桂林路64號地下2層,2336-1266#131,"以六個月為1期方式收費，每車每期9,000元整",24小時,300815.96850,2770018.07390,35,0,0,0,,,,,,,,,{},{},,
D104,萬華區,助安168中華長沙停車場,2,,一般平面式小型車15格(含身心障礙停車位1格)。,漢中段1小段94、95、96、97地號、中華路1段172巷2號旁空地,2754-6661#18,"計時:100元/時，停車逾1小時以上者，未滿半小時以半小時計。月租:8,000元/月。",24小時,301194.52626,2770390.36410,16,0,0,0,,,,,,,,,{},{},,
D106,萬華區,華中橋堤外(一)平面停車場,2,,為平面停車場，計有71個小型車格(含身心障礙停車位8格)，19個機車格,華中河濱公園網球場旁,27590666,周一至周日上午9時至下午5時，計時20元，隔日另計。機車免費。,周一至周日上午9時至17時,299698.70950,2767756.28260,72,20,0,0,,,,,,,,,{},{},,
D32,萬華區,新光育樂股份有限公司獅子林停車場,2,,立體式小型車87格(含身心障礙停車位2格)。,西寧南路36號B2、B3,2799-1001,"臨停:平日每小時50元，假日每小時70元，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:8,000元。",24小時,301100.04760,2770929.89470,96,0,0,0,,,,,,,,,{},{},,
